Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
3079,ORD-2021-49613,2021-03-13,2021-03-14,First Class,CUS-44673,Customer 812,Consumer,United States,NEV-City-3,Nevada,84977,West,FUR-TAB-4061,Furniture,Tables,Tables Basic 209,4510.07,4,0.25,62.14
3080,ORD-2021-72827,2021-03-14,2021-03-15,Same Day,CUS-23293,Customer 707,Corporate,United States,NEV-City-2,Nevada,85510,West,OFF-BIN-2735,Office Supplies,Binders,Binders Basic 857,790.05,2,0.3,102.16
3081,ORD-2021-58294,2021-03-14,2021-03-19,Second Class,CUS-36305,Customer 618,Consumer,United States,NOR-City-2,North Carolina,26201,South,FUR-BOO-2693,Furniture,Bookcases,Bookcases Standard 690,2430.16,2,0.15,259.16
3082,ORD-2021-95471,2021-03-14,2021-03-16,First Class,CUS-25760,Customer 572,Corporate,United States,ILL-City-4,Illinois,97823,Central,TEC-MAC-9029,Technology,Machines,Machines Standard 801,297.98,3,0.15,73.33
3083,ORD-2021-26832,2021-03-14,2021-03-19,Standard Class,CUS-74693,Customer 245,Corporate,United States,GEO-City-4,Georgia,91165,South,OFF-SUP-7815,Office Supplies,Supplies,Supplies Pro 290,814.66,13,0.0,288.92
3084,ORD-2021-40765,2021-03-14,2021-03-18,Same Day,CUS-96984,Customer 33,Corporate,United States,NEW-City-5,New Jersey,32383,East,FUR-BOO-8913,Furniture,Bookcases,Bookcases Elite 839,13790.99,12,0.25,531.38
3085,ORD-2021-66121,2021-03-14,2021-03-15,First Class,CUS-94455,Customer 967,Home Office,United States,TEN-City-4,Tennessee,92895,South,OFF-BIN-9398,Office Supplies,Binders,Binders Premium 875,4880.61,14,0.1,957.15
3086,ORD-2021-35107,2021-03-14,2021-03-19,Second Class,CUS-31506,Customer 220,Home Office,United States,MAS-City-5,Massachusetts,61798,East,TEC-COP-9879,Technology,Copiers,Copiers Elite 786,3087.36,3,0.1,571.14
3087,ORD-2021-62319,2021-03-15,2021-03-22,First Class,CUS-67877,Customer 875,Home Office,United States,OHI-City-2,Ohio,49750,Central,FUR-CHA-4926,Furniture,Chairs,Chairs Standard 594,2264.93,6,0.15,114.71
3088,ORD-2021-46908,2021-03-15,2021-03-19,Standard Class,CUS-65131,Customer 14,Corporate,United States,CAL-City-3,California,68643,West,FUR-CHA-6859,Furniture,Chairs,Chairs Basic 391,13894.43,10,0.05,2877.89
3089,ORD-2021-24444,2021-03-16,2021-03-18,Second Class,CUS-54202,Customer 809,Consumer,United States,TEX-City-5,Texas,39798,Central,TEC-MAC-1879,Technology,Machines,Machines Standard 446,1718.57,4,0.1,468.91
3090,ORD-2021-18472,2021-03-16,2021-03-22,Standard Class,CUS-86778,Customer 139,Home Office,United States,FLO-City-2,Florida,92910,South,TEC-COP-5760,Technology,Copiers,Copiers Standard 904,13710.44,12,0.25,816.91
3091,ORD-2021-56341,2021-03-16,2021-03-18,Standard Class,CUS-73228,Customer 73,Home Office,United States,TEN-City-4,Tennessee,86783,South,FUR-CHA-1393,Furniture,Chairs,Chairs Elite 748,5262.15,4,0.05,509.73
3092,ORD-2021-64984,2021-03-16,2021-03-17,Standard Class,CUS-76593,Customer 505,Corporate,United States,GEO-City-4,Georgia,31954,South,FUR-CHA-4475,Furniture,Chairs,Chairs Premium 556,13226.95,11,0.25,-52.69
3093,ORD-2021-56889,2021-03-16,2021-03-21,First Class,CUS-56447,Customer 302,Corporate,United States,TEN-City-3,Tennessee,39484,South,FUR-FUR-4459,Furniture,Furnishings,Furnishings Standard 107,1037.98,2,0.2,96.82
3094,ORD-2021-19792,2021-03-16,2021-03-19,Second Class,CUS-44804,Customer 305,Corporate,United States,NOR-City-1,North Carolina,51417,South,TEC-COP-2751,Technology,Copiers,Copiers Premium 414,14010.88,13,0.3,2350.54
3095,ORD-2021-42328,2021-03-17,2021-03-23,Same Day,CUS-35115,Customer 76,Home Office,United States,OHI-City-2,Ohio,16613,Central,FUR-CHA-6435,Furniture,Chairs,Chairs Pro 551,6727.77,6,0.1,1185.17
3096,ORD-2021-85597,2021-03-17,2021-03-18,Standard Class,CUS-32940,Customer 997,Consumer,United States,VIR-City-1,Virginia,72805,South,FUR-FUR-8085,Furniture,Furnishings,Furnishings Premium 522,1348.88,11,0.1,211.08
3097,ORD-2021-18654,2021-03-17,2021-03-18,Same Day,CUS-14965,Customer 444,Corporate,United States,GEO-City-1,Georgia,22657,South,OFF-PAP-3730,Office Supplies,Paper,Paper Elite 339,3244.41,14,0.0,839.82
3098,ORD-2021-73227,2021-03-17,2021-03-24,Standard Class,CUS-42090,Customer 95,Corporate,United States,ORE-City-4,Oregon,67624,West,OFF-FAS-5988,Office Supplies,Fasteners,Fasteners Premium 934,1841.5,9,0.2,333.82
3099,ORD-2021-48500,2021-03-17,2021-03-22,Standard Class,CUS-72760,Customer 673,Consumer,United States,GEO-City-4,Georgia,32498,South,OFF-STO-8835,Office Supplies,Storage,Storage Elite 223,5524.1,12,0.1,975.12
3100,ORD-2021-47238,2021-03-17,2021-03-23,Standard Class,CUS-79121,Customer 118,Corporate,United States,IND-City-2,Indiana,69828,Central,OFF-ART-1361,Office Supplies,Art,Art Pro 320,1422.29,4,0.0,532.34
3101,ORD-2021-73120,2021-03-18,2021-03-25,Second Class,CUS-26591,Customer 275,Corporate,United States,TEX-City-2,Texas,71216,Central,FUR-TAB-3270,Furniture,Tables,Tables Elite 185,1084.75,2,0.3,51.84
3102,ORD-2021-42773,2021-03-18,2021-03-23,First Class,CUS-86593,Customer 940,Home Office,United States,GEO-City-2,Georgia,24210,South,TEC-PHO-3623,Technology,Phones,Phones Premium 107,23339.04,14,0.15,5155.68
3103,ORD-2021-74732,2021-03-18,2021-03-19,Standard Class,CUS-62863,Customer 3,Consumer,United States,NEV-City-5,Nevada,38270,West,TEC-PHO-5433,Technology,Phones,Phones Standard 977,18432.97,15,0.1,4004.67
3104,ORD-2021-46344,2021-03-18,2021-03-21,Standard Class,CUS-19947,Customer 854,Home Office,United States,NEW-City-1,New Jersey,88780,East,TEC-COP-4216,Technology,Copiers,Copiers Standard 852,11824.56,15,0.05,2893.64
3105,ORD-2021-92923,2021-03-18,2021-03-25,Second Class,CUS-77914,Customer 134,Home Office,United States,NEW-City-2,New Jersey,45167,East,FUR-FUR-7215,Furniture,Furnishings,Furnishings Standard 756,14952.16,15,0.3,-493.58
3106,ORD-2021-56018,2021-03-18,2021-03-20,Same Day,CUS-61867,Customer 655,Corporate,United States,CAL-City-1,California,67826,West,TEC-MAC-2767,Technology,Machines,Machines Premium 275,1193.05,1,0.0,288.18
3107,ORD-2021-31163,2021-03-19,2021-03-23,Same Day,CUS-95818,Customer 407,Home Office,United States,NEV-City-5,Nevada,65720,West,TEC-COP-1402,Technology,Copiers,Copiers Pro 846,12494.41,15,0.4,-227.61
3108,ORD-2021-67271,2021-03-19,2021-03-22,Same Day,CUS-77582,Customer 703,Consumer,United States,OHI-City-4,Ohio,50881,Central,FUR-FUR-8714,Furniture,Furnishings,Furnishings Basic 622,2585.82,4,0.1,510.56
3109,ORD-2021-87209,2021-03-19,2021-03-23,Standard Class,CUS-54645,Customer 185,Consumer,United States,MIC-City-2,Michigan,34473,Central,TEC-MAC-1910,Technology,Machines,Machines Standard 419,15421.79,13,0.2,2233.69
3110,ORD-2021-25241,2021-03-19,2021-03-20,Second Class,CUS-74834,Customer 48,Corporate,United States,NEV-City-5,Nevada,31028,West,TEC-PHO-5209,Technology,Phones,Phones Premium 253,17898.03,12,0.0,6243.15
3111,ORD-2021-19613,2021-03-19,2021-03-21,Second Class,CUS-56080,Customer 786,Home Office,United States,FLO-City-5,Florida,35193,South,TEC-PHO-9269,Technology,Phones,Phones Premium 302,7328.38,13,0.0,1506.05
3112,ORD-2021-68864,2021-03-19,2021-03-20,Second Class,CUS-59715,Customer 774,Consumer,United States,ARI-City-1,Arizona,28066,West,FUR-BOO-4668,Furniture,Bookcases,Bookcases Elite 671,18646.89,14,0.1,3622.19
3113,ORD-2021-83441,2021-03-19,2021-03-26,Second Class,CUS-56674,Customer 186,Consumer,United States,FLO-City-3,Florida,84494,South,OFF-FAS-5073,Office Supplies,Fasteners,Fasteners Pro 126,560.55,2,0.05,101.5
3114,ORD-2021-73875,2021-03-19,2021-03-22,First Class,CUS-93465,Customer 840,Home Office,United States,ORE-City-5,Oregon,89872,West,FUR-FUR-4280,Furniture,Furnishings,Furnishings Basic 696,5059.93,10,0.4,-438.86
3115,ORD-2021-74684,2021-03-19,2021-03-22,Second Class,CUS-27472,Customer 513,Consumer,United States,OHI-City-4,Ohio,71297,Central,FUR-CHA-9191,Furniture,Chairs,Chairs Basic 963,2311.92,8,0.05,241.85
3116,ORD-2021-43111,2021-03-19,2021-03-24,Same Day,CUS-19267,Customer 171,Corporate,United States,NEW-City-3,New Jersey,82035,East,TEC-MAC-1142,Technology,Machines,Machines Premium 426,4168.16,6,0.4,278.99
3117,ORD-2021-73409,2021-03-19,2021-03-22,Second Class,CUS-24335,Customer 278,Home Office,United States,VIR-City-2,Virginia,32694,South,FUR-FUR-2033,Furniture,Furnishings,Furnishings Basic 118,5240.54,12,0.0,891.71
3118,ORD-2021-83428,2021-03-19,2021-03-25,Second Class,CUS-43260,Customer 158,Corporate,United States,WAS-City-2,Washington,56365,West,TEC-PHO-2738,Technology,Phones,Phones Basic 399,19687.07,12,0.0,3656.43
3119,ORD-2021-44993,2021-03-19,2021-03-21,Standard Class,CUS-16679,Customer 456,Consumer,United States,IND-City-1,Indiana,15356,Central,FUR-TAB-5950,Furniture,Tables,Tables Pro 204,16439.17,14,0.0,2737.37
3120,ORD-2021-90930,2021-03-19,2021-03-26,First Class,CUS-93139,Customer 422,Consumer,United States,OHI-City-5,Ohio,40949,Central,FUR-TAB-6616,Furniture,Tables,Tables Basic 700,17117.63,12,0.05,2610.89
3121,ORD-2021-11055,2021-03-20,2021-03-21,Second Class,CUS-30123,Customer 427,Home Office,United States,NOR-City-2,North Carolina,60023,South,FUR-BOO-4293,Furniture,Bookcases,Bookcases Standard 785,17734.98,15,0.3,259.23
3122,ORD-2021-35985,2021-03-20,2021-03-23,Second Class,CUS-90843,Customer 571,Corporate,United States,IND-City-2,Indiana,93955,Central,OFF-ART-8405,Office Supplies,Art,Art Premium 339,799.76,7,0.2,211.23
3123,ORD-2021-15200,2021-03-20,2021-03-23,Second Class,CUS-18336,Customer 455,Home Office,United States,NEV-City-5,Nevada,55806,West,OFF-ENV-8061,Office Supplies,Envelopes,Envelopes Basic 525,3918.99,8,0.25,898.23
3124,ORD-2021-68260,2021-03-20,2021-03-27,First Class,CUS-78650,Customer 179,Home Office,United States,NEV-City-2,Nevada,52582,West,FUR-CHA-3088,Furniture,Chairs,Chairs Standard 885,14718.25,14,0.2,457.04
3125,ORD-2021-76781,2021-03-20,2021-03-22,Standard Class,CUS-56989,Customer 753,Consumer,United States,IND-City-5,Indiana,56422,Central,FUR-FUR-4110,Furniture,Furnishings,Furnishings Basic 446,1545.62,10,0.25,56.09
3126,ORD-2021-57427,2021-03-20,2021-03-21,First Class,CUS-89948,Customer 50,Corporate,United States,IND-City-4,Indiana,11937,Central,OFF-BIN-5658,Office Supplies,Binders,Binders Premium 811,503.5,3,0.25,66.17
3127,ORD-2021-85088,2021-03-20,2021-03-24,Same Day,CUS-32291,Customer 393,Consumer,United States,WAS-City-1,Washington,49809,West,TEC-COP-3558,Technology,Copiers,Copiers Elite 514,12198.62,15,0.0,2926.8
3128,ORD-2021-28051,2021-03-21,2021-03-24,First Class,CUS-10084,Customer 52,Corporate,United States,NEW-City-4,New York,83498,East,OFF-STO-8050,Office Supplies,Storage,Storage Standard 776,2178.25,15,0.3,398.76
3129,ORD-2021-65318,2021-03-21,2021-03-25,Same Day,CUS-83927,Customer 12,Corporate,United States,MIC-City-3,Michigan,52452,Central,TEC-ACC-1023,Technology,Accessories,Accessories Basic 229,2830.15,2,0.2,231.02
3130,ORD-2021-75752,2021-03-21,2021-03-25,Standard Class,CUS-11616,Customer 857,Home Office,United States,TEX-City-4,Texas,63061,Central,OFF-BIN-9012,Office Supplies,Binders,Binders Basic 693,287.98,1,0.0,103.79
3131,ORD-2021-50060,2021-03-21,2021-03-24,Standard Class,CUS-35337,Customer 188,Consumer,United States,CAL-City-5,California,38437,West,FUR-FUR-3372,Furniture,Furnishings,Furnishings Elite 176,447.95,1,0.4,-27.8
3132,ORD-2021-90110,2021-03-21,2021-03-25,First Class,CUS-14668,Customer 929,Corporate,United States,MIC-City-4,Michigan,39797,Central,OFF-ENV-7884,Office Supplies,Envelopes,Envelopes Premium 125,1844.21,7,0.4,348.13
3133,ORD-2021-19860,2021-03-21,2021-03-25,Same Day,CUS-91089,Customer 962,Home Office,United States,TEX-City-4,Texas,34088,Central,OFF-ENV-6909,Office Supplies,Envelopes,Envelopes Standard 734,2928.34,14,0.25,457.39
3134,ORD-2021-22246,2021-03-21,2021-03-23,Same Day,CUS-42451,Customer 215,Corporate,United States,OHI-City-3,Ohio,66091,Central,OFF-ENV-9202,Office Supplies,Envelopes,Envelopes Basic 862,168.45,7,0.25,18.96
3135,ORD-2021-87237,2021-03-21,2021-03-26,First Class,CUS-76333,Customer 438,Consumer,United States,TEN-City-5,Tennessee,96748,South,TEC-COP-2267,Technology,Copiers,Copiers Standard 713,9260.81,14,0.1,2032.22
3136,ORD-2021-78286,2021-03-21,2021-03-25,Standard Class,CUS-47601,Customer 642,Home Office,United States,PEN-City-5,Pennsylvania,64320,East,FUR-CHA-3291,Furniture,Chairs,Chairs Premium 758,2805.18,8,0.0,399.79
3137,ORD-2021-34445,2021-03-21,2021-03-28,Same Day,CUS-73226,Customer 35,Consumer,United States,NEW-City-5,New Jersey,50168,East,OFF-FAS-6333,Office Supplies,Fasteners,Fasteners Premium 987,403.9,1,0.05,135.0
3138,ORD-2021-22898,2021-03-21,2021-03-23,Same Day,CUS-81299,Customer 58,Corporate,United States,MIC-City-5,Michigan,47619,Central,OFF-ENV-5150,Office Supplies,Envelopes,Envelopes Standard 695,850.6,7,0.0,326.36
3139,ORD-2021-77723,2021-03-21,2021-03-27,Standard Class,CUS-90276,Customer 825,Corporate,United States,CAL-City-3,California,76929,West,OFF-SUP-2108,Office Supplies,Supplies,Supplies Basic 814,5887.65,14,0.05,1911.37
3140,ORD-2021-96615,2021-03-21,2021-03-22,Second Class,CUS-82835,Customer 439,Consumer,United States,OHI-City-4,Ohio,53954,Central,OFF-ART-3063,Office Supplies,Art,Art Basic 922,1941.61,8,0.4,293.58
3141,ORD-2021-59716,2021-03-21,2021-03-27,First Class,CUS-27397,Customer 318,Consumer,United States,MIC-City-1,Michigan,39617,Central,TEC-ACC-6042,Technology,Accessories,Accessories Elite 865,1781.94,3,0.4,23.36
3142,ORD-2021-18863,2021-03-22,2021-03-25,Same Day,CUS-84440,Customer 274,Consumer,United States,OHI-City-1,Ohio,88331,Central,OFF-ART-4555,Office Supplies,Art,Art Elite 156,3040.87,7,0.05,644.04
3143,ORD-2021-18911,2021-03-22,2021-03-23,Same Day,CUS-34226,Customer 970,Consumer,United States,ARI-City-1,Arizona,70727,West,FUR-CHA-7461,Furniture,Chairs,Chairs Elite 774,5548.04,4,0.0,1081.85
3144,ORD-2021-50218,2021-03-22,2021-03-24,Same Day,CUS-82888,Customer 525,Consumer,United States,ARI-City-5,Arizona,52175,West,TEC-COP-3544,Technology,Copiers,Copiers Standard 876,4382.49,12,0.0,968.13
3145,ORD-2021-81630,2021-03-23,2021-03-24,Same Day,CUS-47150,Customer 821,Home Office,United States,NEV-City-3,Nevada,48235,West,FUR-BOO-1027,Furniture,Bookcases,Bookcases Pro 555,2705.15,2,0.15,171.41
3146,ORD-2021-46181,2021-03-23,2021-03-28,Standard Class,CUS-57744,Customer 861,Home Office,United States,CAL-City-4,California,91598,West,OFF-STO-9641,Office Supplies,Storage,Storage Elite 714,890.85,7,0.0,245.03
3147,ORD-2021-31667,2021-03-23,2021-03-28,First Class,CUS-23873,Customer 92,Consumer,United States,TEX-City-4,Texas,53494,Central,FUR-FUR-2865,Furniture,Furnishings,Furnishings Standard 884,166.21,2,0.15,13.5
3148,ORD-2021-35724,2021-03-23,2021-03-29,First Class,CUS-45993,Customer 246,Consumer,United States,GEO-City-2,Georgia,74535,South,OFF-PAP-8857,Office Supplies,Paper,Paper Premium 325,710.77,5,0.1,247.68
3149,ORD-2021-33552,2021-03-23,2021-03-24,First Class,CUS-61566,Customer 41,Consumer,United States,WAS-City-3,Washington,46722,West,FUR-BOO-4522,Furniture,Bookcases,Bookcases Premium 493,712.65,6,0.3,57.64
3150,ORD-2021-11459,2021-03-23,2021-03-25,Standard Class,CUS-72996,Customer 398,Home Office,United States,NEW-City-5,New York,32470,East,TEC-COP-6748,Technology,Copiers,Copiers Premium 430,8709.7,8,0.4,679.12
3151,ORD-2021-67385,2021-03-23,2021-03-25,Same Day,CUS-97518,Customer 780,Corporate,United States,NEV-City-2,Nevada,97056,West,FUR-CHA-6445,Furniture,Chairs,Chairs Pro 897,8105.34,10,0.2,1048.88
3152,ORD-2021-12523,2021-03-24,2021-03-31,First Class,CUS-93142,Customer 687,Corporate,United States,WAS-City-2,Washington,15259,West,TEC-COP-6291,Technology,Copiers,Copiers Premium 874,766.8,8,0.2,122.69
3153,ORD-2021-27999,2021-03-24,2021-03-25,Standard Class,CUS-55244,Customer 906,Consumer,United States,NEW-City-1,New York,35888,East,TEC-MAC-8972,Technology,Machines,Machines Pro 907,974.59,1,0.05,306.02
3154,ORD-2021-38627,2021-03-24,2021-03-26,Second Class,CUS-80453,Customer 822,Home Office,United States,GEO-City-4,Georgia,79228,South,TEC-COP-7813,Technology,Copiers,Copiers Basic 582,16739.16,11,0.0,4270.18
3155,ORD-2021-26406,2021-03-24,2021-03-27,Second Class,CUS-41394,Customer 654,Corporate,United States,TEX-City-5,Texas,54001,Central,TEC-ACC-1557,Technology,Accessories,Accessories Premium 145,11744.79,10,0.0,4030.03
3156,ORD-2021-60151,2021-03-24,2021-03-30,First Class,CUS-51670,Customer 820,Consumer,United States,OHI-City-5,Ohio,53777,Central,TEC-ACC-9964,Technology,Accessories,Accessories Standard 281,12839.81,7,0.3,121.81
3157,ORD-2021-61728,2021-03-24,2021-03-28,Standard Class,CUS-15126,Customer 436,Home Office,United States,MAS-City-4,Massachusetts,80170,East,OFF-BIN-2913,Office Supplies,Binders,Binders Elite 866,2620.23,6,0.3,144.71
3158,ORD-2021-36034,2021-03-24,2021-03-27,First Class,CUS-64897,Customer 363,Home Office,United States,TEX-City-3,Texas,39968,Central,OFF-ENV-9994,Office Supplies,Envelopes,Envelopes Basic 778,928.42,9,0.1,243.54
3159,ORD-2021-56396,2021-03-24,2021-03-31,Standard Class,CUS-10060,Customer 463,Home Office,United States,MAS-City-3,Massachusetts,64091,East,FUR-BOO-3681,Furniture,Bookcases,Bookcases Elite 874,5324.03,13,0.4,-442.58
3160,ORD-2021-81772,2021-03-24,2021-03-30,Second Class,CUS-12741,Customer 618,Consumer,United States,TEN-City-1,Tennessee,31598,South,OFF-SUP-8947,Office Supplies,Supplies,Supplies Premium 238,1016.26,8,0.2,290.84
3161,ORD-2021-64513,2021-03-24,2021-03-30,Standard Class,CUS-12492,Customer 483,Consumer,United States,IND-City-5,Indiana,37692,Central,TEC-MAC-7954,Technology,Machines,Machines Standard 322,2717.51,2,0.0,505.9
3162,ORD-2021-78109,2021-03-25,2021-03-26,Second Class,CUS-67106,Customer 669,Corporate,United States,PEN-City-5,Pennsylvania,71628,East,FUR-CHA-1441,Furniture,Chairs,Chairs Basic 601,6133.92,11,0.0,1205.86
3163,ORD-2021-73165,2021-03-25,2021-03-28,Second Class,CUS-75114,Customer 832,Corporate,United States,TEX-City-4,Texas,75235,Central,TEC-MAC-9462,Technology,Machines,Machines Elite 772,2007.21,13,0.05,621.83
3164,ORD-2021-44134,2021-03-25,2021-03-27,Second Class,CUS-48362,Customer 265,Consumer,United States,PEN-City-2,Pennsylvania,38670,East,TEC-MAC-6316,Technology,Machines,Machines Standard 545,110.84,1,0.15,21.99
3165,ORD-2021-43361,2021-03-25,2021-03-27,Standard Class,CUS-30605,Customer 958,Corporate,United States,GEO-City-4,Georgia,56081,South,FUR-TAB-7963,Furniture,Tables,Tables Premium 685,3404.66,3,0.1,397.24
3166,ORD-2021-92707,2021-03-25,2021-03-27,Second Class,CUS-30621,Customer 184,Corporate,United States,FLO-City-4,Florida,22680,South,TEC-PHO-1562,Technology,Phones,Phones Elite 162,26273.01,15,0.4,2405.77
3167,ORD-2021-12621,2021-03-25,2021-03-27,Same Day,CUS-45924,Customer 41,Home Office,United States,IND-City-3,Indiana,71994,Central,FUR-TAB-2114,Furniture,Tables,Tables Standard 688,6932.3,5,0.2,905.67
3168,ORD-2021-46961,2021-03-25,2021-03-26,Second Class,CUS-50295,Customer 190,Consumer,United States,NEW-City-1,New York,98730,East,FUR-BOO-5615,Furniture,Bookcases,Bookcases Premium 409,7792.2,8,0.3,402.73
3169,ORD-2021-48634,2021-03-25,2021-03-31,Second Class,CUS-70079,Customer 276,Corporate,United States,TEN-City-4,Tennessee,80843,South,FUR-FUR-9700,Furniture,Furnishings,Furnishings Basic 946,12465.08,11,0.25,-163.25
3170,ORD-2021-77623,2021-03-25,2021-04-01,Standard Class,CUS-40677,Customer 604,Home Office,United States,WAS-City-5,Washington,57677,West,TEC-MAC-8334,Technology,Machines,Machines Premium 688,7434.75,7,0.0,1434.58
3171,ORD-2021-73734,2021-03-26,2021-03-28,Standard Class,CUS-90495,Customer 998,Corporate,United States,GEO-City-5,Georgia,70228,South,TEC-PHO-3627,Technology,Phones,Phones Pro 684,1060.15,2,0.2,99.86
3172,ORD-2021-38956,2021-03-26,2021-04-01,Second Class,CUS-90373,Customer 438,Consumer,United States,NOR-City-4,North Carolina,37466,South,TEC-PHO-7905,Technology,Phones,Phones Pro 114,13206.89,9,0.0,3786.34
3173,ORD-2021-97934,2021-03-26,2021-03-27,Standard Class,CUS-65838,Customer 42,Corporate,United States,IND-City-1,Indiana,54087,Central,FUR-TAB-9014,Furniture,Tables,Tables Basic 481,3086.82,12,0.0,492.18
3174,ORD-2021-98152,2021-03-26,2021-03-31,Second Class,CUS-61011,Customer 637,Corporate,United States,GEO-City-3,Georgia,70805,South,OFF-BIN-1565,Office Supplies,Binders,Binders Premium 123,1615.14,6,0.0,595.86
3175,ORD-2021-65095,2021-03-26,2021-03-27,Same Day,CUS-53816,Customer 119,Consumer,United States,NOR-City-3,North Carolina,95491,South,TEC-ACC-2715,Technology,Accessories,Accessories Elite 886,23080.93,14,0.1,4755.68
3176,ORD-2021-87539,2021-03-26,2021-03-29,Same Day,CUS-78389,Customer 501,Consumer,United States,ARI-City-2,Arizona,42329,West,TEC-ACC-2416,Technology,Accessories,Accessories Premium 977,13333.43,14,0.0,3946.74
3177,ORD-2021-72784,2021-03-27,2021-03-30,Standard Class,CUS-66872,Customer 378,Consumer,United States,ILL-City-5,Illinois,33083,Central,TEC-MAC-3550,Technology,Machines,Machines Premium 337,3231.61,8,0.0,1011.88
3178,ORD-2021-62606,2021-03-27,2021-04-01,Second Class,CUS-84870,Customer 29,Consumer,United States,NEW-City-1,New York,20656,East,OFF-ART-3782,Office Supplies,Art,Art Standard 904,3028.08,10,0.4,20.52
3179,ORD-2021-79230,2021-03-27,2021-04-03,Standard Class,CUS-88172,Customer 1,Corporate,United States,GEO-City-1,Georgia,36528,South,OFF-PAP-5855,Office Supplies,Paper,Paper Elite 656,4906.3,11,0.2,636.77
3180,ORD-2021-29477,2021-03-27,2021-04-03,First Class,CUS-36255,Customer 371,Home Office,United States,GEO-City-2,Georgia,31783,South,TEC-ACC-2996,Technology,Accessories,Accessories Pro 734,29384.0,15,0.05,7234.99
3181,ORD-2021-86657,2021-03-27,2021-04-01,Same Day,CUS-76551,Customer 421,Corporate,United States,OHI-City-3,Ohio,84635,Central,OFF-BIN-3593,Office Supplies,Binders,Binders Premium 216,2509.56,8,0.25,253.09
3182,ORD-2021-20956,2021-03-27,2021-03-31,Same Day,CUS-46428,Customer 201,Consumer,United States,TEX-City-3,Texas,61697,Central,FUR-CHA-9625,Furniture,Chairs,Chairs Elite 900,11189.09,11,0.0,2756.72
3183,ORD-2021-79328,2021-03-27,2021-04-03,Same Day,CUS-71507,Customer 421,Corporate,United States,NEV-City-3,Nevada,46527,West,TEC-MAC-6144,Technology,Machines,Machines Premium 728,5601.02,9,0.2,459.0
3184,ORD-2021-37290,2021-03-28,2021-03-29,First Class,CUS-96954,Customer 940,Corporate,United States,MAS-City-1,Massachusetts,34147,East,TEC-COP-8089,Technology,Copiers,Copiers Premium 456,9406.07,6,0.1,2608.33
3185,ORD-2021-85004,2021-03-28,2021-04-04,Second Class,CUS-37716,Customer 793,Home Office,United States,CAL-City-4,California,11833,West,OFF-STO-3911,Office Supplies,Storage,Storage Standard 256,820.25,6,0.1,262.01
3186,ORD-2021-86372,2021-03-28,2021-03-29,Same Day,CUS-23822,Customer 867,Consumer,United States,OHI-City-5,Ohio,16344,Central,OFF-SUP-9272,Office Supplies,Supplies,Supplies Basic 966,641.63,11,0.2,174.55
3187,ORD-2021-27140,2021-03-28,2021-04-01,Same Day,CUS-60827,Customer 428,Consumer,United States,TEN-City-5,Tennessee,79760,South,FUR-CHA-9347,Furniture,Chairs,Chairs Basic 201,13757.32,14,0.0,1601.69
3188,ORD-2021-62694,2021-03-28,2021-03-30,Second Class,CUS-63203,Customer 551,Home Office,United States,NEV-City-4,Nevada,18381,West,OFF-SUP-4584,Office Supplies,Supplies,Supplies Elite 804,714.24,2,0.1,162.11
3189,ORD-2021-84168,2021-03-28,2021-03-29,First Class,CUS-59161,Customer 344,Corporate,United States,PEN-City-4,Pennsylvania,82562,East,OFF-PAP-3266,Office Supplies,Paper,Paper Pro 793,678.01,3,0.2,153.03
3190,ORD-2021-73175,2021-03-29,2021-03-31,First Class,CUS-41210,Customer 7,Corporate,United States,MIC-City-3,Michigan,16938,Central,TEC-ACC-4674,Technology,Accessories,Accessories Premium 307,7682.13,12,0.25,1268.41
3191,ORD-2021-18051,2021-03-29,2021-04-04,Second Class,CUS-67311,Customer 27,Consumer,United States,ORE-City-1,Oregon,79359,West,OFF-LAB-1785,Office Supplies,Labels,Labels Standard 348,252.39,1,0.15,61.75
3192,ORD-2021-61277,2021-03-29,2021-04-05,First Class,CUS-76123,Customer 109,Home Office,United States,ORE-City-5,Oregon,60630,West,TEC-COP-2674,Technology,Copiers,Copiers Elite 981,600.21,6,0.25,77.3
3193,ORD-2021-12767,2021-03-29,2021-04-03,Same Day,CUS-80748,Customer 21,Home Office,United States,ARI-City-2,Arizona,82468,West,TEC-PHO-6401,Technology,Phones,Phones Elite 719,3143.69,2,0.15,809.33
3194,ORD-2021-10747,2021-03-30,2021-03-31,Second Class,CUS-36221,Customer 259,Consumer,United States,GEO-City-2,Georgia,59636,South,TEC-PHO-8477,Technology,Phones,Phones Pro 465,11223.97,7,0.1,2541.02
3195,ORD-2021-57117,2021-03-30,2021-04-04,Same Day,CUS-73442,Customer 558,Consumer,United States,ILL-City-1,Illinois,85995,Central,FUR-TAB-5522,Furniture,Tables,Tables Elite 676,1649.33,4,0.0,377.76
3196,ORD-2021-53025,2021-03-30,2021-04-02,Same Day,CUS-65861,Customer 487,Home Office,United States,NEV-City-3,Nevada,45110,West,OFF-ENV-4647,Office Supplies,Envelopes,Envelopes Premium 163,743.91,5,0.05,223.89
